0.93804,0.34549,0.11937,1.7188,0.24634,0.99926,0.48016,1.4724,0.99851,-0.24744,2.416,0.27271,0.97339,0,1.72,1.1899,0.70972,0,1.1165,4.6563,3.6847,-0.14923,0.154,0.023717,0.26855,-0.5415,0.21409,0.2066,0.81006,0.045834,-0.18192,2.814,0.12379,-0.14697,0.12903,2.5293,-0.043762,-0.25037,0,0.069386,5.5005,4.4131,0.33003,0.12317,0.01517,0.60913,0.10425,0.35212,0.18188,0.50488,0.12399,0.56936,2.3401,0.10348,0.30005,0,1.7299,0.4187,0.23682,0,0.13906,4.8545,3.4983,-6.2644,33.19,1101.6,84.116,-86.646,33.671,39.84,170.76,1133.7,0.53434,3.0564,25.945,-10.03,0.25161,2.5733,10.053,-29.787,1.2,2225.3,5.708,5.0682,4.1749,17.466,305.07,41.128,-47.683,17.904,21.944,88.811,320.54,-0.62292,3.4862,13.42,6.0671,0.14839,2.6633,15.785,-6.1585,1.4,623.42,5.3962,4.1826,-2.9435,47.689,2274.3,103.84,-99.97,47.626,69.093,203.81,2268.3,0.1258,2.3095,38.151,-2.2561,0.13548,2.1803,30.953,-38.14,1.2,4527,5.0361,3.6748,-0.22812,0.082316,-0.28991,1.0249,0.34441,54.419,27.678
0.97467,0.35928,0.12908,1.7305,0.27954,1.0384,0.56506,1.4509,1.0782,-0.27087,2.1541,0.30213,1.0776,0,1.6665,1.2186,0.65356,0,1.2063,4.779,3.9111,-0.16521,0.20206,0.040826,0.26294,-0.6084,0.26049,0.32361,0.87134,0.067857,-0.15696,2.258,0.16768,-0.15576,0.19355,2.3356,-0.0083618,-0.33197,1.2,0.10841,5.3616,4.1919,0.39087,0.14342,0.020569,0.70068,0.16675,0.41619,0.21094,0.53394,0.17321,0.4733,2.1042,0.12023,0.35938,0,1.6836,0.49896,0.28802,0,0.19365,4.5498,3.0898,1.5685,31.553,995.6,70.213,-60.549,31.49,48.331,130.76,991.64,0.22233,2.152,26.399,-2.8049,0.21935,2.2297,28.643,-19.688,1.2,1980.1,5.5942,4.9738,3.1522,24.973,623.65,53.72,-51.951,25.091,35.457,105.67,629.56,-0.10655,2.2985,20.573,-0.82317,0.10323,2.141,25.16,-10.297,1.2,1248.9,5.0048,3.897,-1.8818,85.267,7270.5,169.91,-129.57,85.013,154.6,299.48,7227.1,0.35081,1.73,75.847,-22.256,0.083871,1.9986,75.77,-78.826,1.2,14450,4.8617,3.5393,-0.15755,0.27688,-0.45935,1.0879,0.36967,86.78,36.415
0.95806,0.40102,0.16082,1.9221,0.13574,1.0381,0.59546,1.7864,1.0777,-0.25108,2.1523,0.34036,1.0784,0,1.8516,1.2327,0.63727,0,1.2363,4.8179,4.0616,-0.11833,0.19256,0.037078,0.27563,-0.54883,0.22548,0.27454,0.82446,0.050841,-0.41112,2.3486,0.15871,-0.085938,0.24516,2.434,0.023437,-0.2511,1.2,0.087651,5.3291,4.2674,0.35696,0.13625,0.018564,0.66504,0.14014,0.38192,0.21545,0.5249,0.14587,0.51746,2.0979,0.11534,0.32251,0,1.7413,0.461,0.24554,0,0.1643,4.6929,3.1619,0.44079,37.984,1442.8,98.293,-76.738,37.863,46.159,175.03,1433.6,0.67292,2.7921,30.23,-8.0793,0.26452,2.596,18.963,-27.195,1.2,2866.6,5.4849,4.7602,5.7341,24.825,616.26,58.415,-51.28,25.4,36.7,109.7,645.17,-0.099448,2.302,20.625,4.9085,0.14194,2.2998,25.808,-10.892,1.2,1257.4,5.1016,3.6799,1.491,76.602,5867.9,160.61,-120.34,76.369,124.08,280.95,5832.2,0.33703,1.9414,66.222,-17.561,0.083871,2.1031,63.255,-60.823,1.2,11662,4.7904,3.1634,-0.22699,-0.04227,-0.32979,1.0545,0.40425,81.464,35.817
0.97035,0.33297,0.11087,1.9543,0.229,1.0255,0.39172,1.7253,1.0517,-0.053438,2.9852,0.25751,1.0115,0,1.9057,1.1673,0.77557,0,1.1619,4.8477,4.2701,-0.15618,0.18307,0.033514,0.25415,-0.53735,0.24019,0.28113,0.7915,0.057689,0.053044,2.2872,0.15046,-0.16138,0.12903,2.2372,-0.011658,-0.29279,0,0.090954,5.3452,4.1598,0.29897,0.16745,0.028039,0.62769,-0.053223,0.34241,0.25494,0.68091,0.11724,-0.043304,2.2231,0.13809,0.28979,0.025806,1.8331,0.44421,0.18927,0,0.1451,4.7932,2.7618,27.362,55.895,3124.3,176.25,-58.689,62.071,77.919,234.94,3852.8,0.74421,2.6931,45.965,12.012,0.13548,2.8395,64.2,-13.72,0.2,6955.8,5.2204,3.3847,-1.3344,24.97,623.48,49.848,-65.64,24.925,33.628,115.49,621.24,-0.27144,2.3851,20.226,0.45732,0.13548,2.6335,16.433,-17.195,1.2,1240.6,5.2513,3.5842,3.7758,73.28,5369.9,162.38,-105.4,73.141,127.54,267.77,5349.5,0.24416,1.8633,63.163,7.9268,0.070968,2.2201,55.488,-72.05,1.2,10684,4.6508,2.7599,-0.23722,-0.2727,-0.39701,1.0567,0.33274,91.916,37.202
0.95615,0.3435,0.11799,1.6755,0.23584,1.0156,0.48328,1.4397,1.0315,-0.20386,2.3179,0.27701,0.98438,0,1.6498,1.2054,0.72211,0,1.1486,4.8472,4.1542,-0.10123,0.15304,0.023421,0.24023,-0.48291,0.18308,0.18079,0.72314,0.033517,-0.57322,2.7438,0.12082,-0.073242,0.19355,2.6377,0.007019,-0.17377,1.2,0.056758,5.3592,4.4027,0.35116,0.13041,0.017005,0.66553,0.14014,0.37445,0.19641,0.52539,0.14021,0.62544,2.3411,0.1098,0.31274,0,1.7774,0.43903,0.24261,0,0.15705,4.9834,3.6533,2.8403,32.997,1088.8,99.146,-76.555,33.013,43.186,175.7,1089.9,0.38817,2.794,26.433,-2.4695,0.2,3.0032,24.306,-18.88,1.2,2167.6,5.7361,4.7398,2.7978,21.622,467.52,43.384,-48.079,21.733,34.558,91.463,472.33,-0.12028,2.1505,18.443,1.6463,0.10968,2.2122,20.267,-14.291,1.2,936.59,5.4858,4.5022,1.1397,56.344,3174.6,128.9,-98.445,56.173,98.194,227.35,3155.4,0.25414,2.0338,48.006,2.5915,0.070968,2.2947,49.825,-48.369,1.2,6309.5,4.6442,2.934,-0.20039,-0.06691,-0.34988,1.0422,0.34608,63.358,26.607
0.95485,0.35579,0.12659,1.7583,0.24268,1.0186,0.5274,1.5156,1.0375,-0.21276,2.1771,0.2962,1.0256,0,1.7262,1.2095,0.68213,0,1.1631,4.7372,3.8821,-0.12565,0.1918,0.036789,0.32349,-0.51611,0.22878,0.30896,0.8396,0.052338,-0.14378,2.1953,0.15849,-0.10498,0.15484,2.256,0.014221,-0.29474,1.2,0.088838,5.4042,4.0971,0.36366,0.14496,0.021014,0.66968,0.10059,0.39132,0.22815,0.56909,0.15313,0.4948,2.0894,0.12417,0.32617,0,1.7113,0.47144,0.24329,0,0.174,4.6227,3.2291,-0.88887,32.744,1072.2,81.555,-79.878,32.65,42.759,161.43,1066,0.31699,2.7768,25.429,-1.4329,0.25161,2.4978,19.322,-23.438,1.2,2130.8,5.5409,4.5805,3.7522,22.404,501.94,50.549,-42.835,22.645,33.095,93.384,512.78,-0.15794,2.209,18.577,0.091463,0.11613,2.2323,22.081,-11.014,1.2,1011.5,5.205,4.05,-5.2695,76.849,5905.8,164.76,-116.98,76.782,136.88,281.74,5895.5,0.41643,1.777,68.151,-31.22,0.077419,2.1458,67.729,-69.146,1.2,11763,4.4644,2.5246,-0.096267,0.070582,-0.42058,1.0556,0.35979,80.632,31.292
0.97515,0.36301,0.13178,1.7524,0.23657,1.0401,0.54596,1.5159,1.0818,-0.19528,2.2059,0.29996,1.0242,0,1.6848,1.2169,0.6709,0,1.2124,4.6078,4.0318,-0.15704,0.20197,0.040793,0.23682,-0.56421,0.25533,0.34076,0.80103,0.065192,-0.14947,2.0901,0.16602,-0.13281,0.20645,2.2098,-0.01416,-0.35492,1.2,0.10562,5.3246,4.0886,0.37327,0.14434,0.020834,0.68799,0.16016,0.40004,0.2019,0.52783,0.16003,0.68778,2.3412,0.11963,0.33496,0,1.7198,0.46039,0.25848,0,0.18072,4.7366,3.4697,3.1831,34.303,1176.7,99.055,-66.86,34.34,45.991,165.91,1179.3,0.62529,2.85,27.477,-2.4085,0.24516,2.8845,23.453,-22.538,1.2,2345.9,5.556,4.6932,5.3458,27.89,777.83,61.341,-56.86,28.309,42.332,118.2,801.39,-0.17495,2.0012,24.159,5.8232,0.096774,2.1669,29.672,-12.66,1.2,1574.1,5.1353,3.9323,5.0039,96.702,9351.2,173.99,-124.6,96.519,188.09,298.6,9315.9,0.26378,1.5172,87.417,-3.2317,0.083871,1.8027,99.512,-88.582,1.2,18607,4.6725,2.6505,-0.14944,0.11715,-0.63739,1.08,0.37633,98.811,39.281
0.97917,0.32415,0.10507,2.0327,0.3396,1.0311,0.39648,1.6931,1.0632,0.1743,3.1215,0.25811,1.0247,0,1.9714,1.1675,0.771,0,1.1675,5.0212,4.3668,-0.17895,0.17908,0.032071,0.23535,-0.54565,0.25276,0.24658,0.78101,0.063886,-0.12986,2.4882,0.14279,-0.14722,0.096774,2.1588,-0.05542,-0.302,1.2,0.095746,5.4047,4.4224,0.32157,0.17139,0.029375,0.646,-0.10864,0.36414,0.20135,0.75464,0.1326,-0.42632,2.9162,0.13479,0.31836,0.025806,1.774,0.44202,0.24066,0,0.16177,4.9344,2.8629,26.18,55.917,3126.7,190.24,-57.043,61.578,74.756,247.29,3791.9,0.97546,3.2359,45.104,10.335,0.20645,3.0895,57.957,-16.799,0.2,6896.1,5.1926,3.3361,1.8306,23.967,574.4,57.866,-50,23.959,32.309,107.87,574.05,-0.095517,2.3452,19.319,-0.30488,0.096774,2.4152,20.221,-12.088,1.2,1144.2,5.51,4.3901,4.8251,82.064,6734.4,183.63,-134.97,81.941,135.2,318.6,6714.3,0.12331,2.0355,69.933,18.567,0.064516,2.241,62.012,-73.186,1.2,13405,4.4725,2.5524,-0.086401,-0.055784,-0.36218,1.0757,0.32123,97.854,38.917
0.94152,0.33144,0.10985,1.8103,0.23389,0.9978,0.42712,1.5764,0.9956,-0.22231,2.5928,0.26466,1.0027,0,1.8143,1.1632,0.73608,0,1.1042,4.6897,4.0815,-0.087489,0.17973,0.032303,0.24536,-0.53052,0.19937,0.23267,0.77588,0.039749,-0.39544,2.3786,0.146,-0.048828,0.22581,2.661,0.032593,-0.20007,1.2,0.071827,5.4144,4.0941,0.39071,0.13547,0.018352,0.70361,0.11841,0.41338,0.21704,0.58521,0.17089,0.28432,2.2663,0.11273,0.37915,0,1.7021,0.4953,0.27826,0,0.18912,4.6701,3.0863,1.9479,34.579,1195.7,77.195,-76.86,34.522,49.726,154.05,1191.8,0.11304,2.3012,28.5,1.189,0.19355,2.2361,26.181,-23.544,1.2,2378.1,5.51,4.4053,3.3314,21.108,445.53,45.091,-50.061,21.302,29.55,95.152,453.76,-0.41624,2.6857,17.073,3.6585,0.12258,2.3501,20.93,-8.6204,1.2,896.19,5.3952,4.135,2.2648,64.818,4201.4,130.64,-104.88,64.648,114.64,235.52,4179.4,0.1309,1.7625,56.424,2.1646,0.083871,2.0208,58.285,-56.357,1.2,8352.9,4.9499,3.2621,-0.10632,0.13191,-0.3412,1.0469,0.33294,70.063,30.366
0.94873,0.36358,0.13219,1.7812,0.23706,1.0156,0.55627,1.5442,1.0314,-0.1514,2.328,0.29412,0.97437,0,1.7539,1.2103,0.65399,0,1.1627,4.798,4.0254,-0.11489,0.2086,0.043512,0.2915,-0.50293,0.23755,0.34814,0.79443,0.056432,-0.10977,1.9855,0.17643,-0.073242,0.21935,2.1171,0.034119,-0.31403,1.2,0.099586,5.2798,3.9084,0.40308,0.13677,0.018705,0.67505,0.18896,0.42551,0.21643,0.48608,0.18106,0.47739,1.9428,0.11724,0.36523,0,1.5864,0.50354,0.28711,0,0.19964,4.6105,3.075,0.25787,33.177,1100.7,77.53,-68.902,33.071,45.579,146.43,1093.7,0.37014,2.506,26.939,-3.1707,0.29032,2.3444,19.878,-25.701,1.2,2183.8,5.4439,4.834,3.1876,25.039,626.97,51.86,-48.384,25.161,35.091,100.24,633.09,-0.18304,2.1666,20.772,-0.27439,0.10323,2.0611,23.956,-11.136,1.2,1255.9,5.0304,3.8458,-5.4097,77.741,6043.7,143.48,-104.85,77.678,143.9,248.32,6033.9,0.38307,1.6125,70.061,-24.97,0.083871,1.847,69.992,-73.91,1.2,12038,4.6922,2.9072,-0.067027,0.23744,-0.54879,1.0663,0.3644,82.632,30.638
